data,address,win_rate,followers,trades_30d,pnl_30d,pnl_ratio,sol_balance,wallet_age_days,tags,twitter
2026-04-20,2nHsHJpkXmHb43BqSjnQFMbUcU2kWEqFqoXsbe2zv2Wi,0.628,199,2915,24005.67,0.056,132.94,203.0,"axiom,padre,smart_degen",
2026-04-20,8tazpZtBjeNscvhniiNe53RAqJBe4XVbztEC2Ckpu49q,0.5,35,12685,12534.98,0.013,89.62,57.0,smart_degen,
2026-04-20,HNUE6Wej1mPhE4949vKANZYW5qDnbv4CgaahhNyuqMvi,0.598,20,2461,2725.11,0.018,6.81,,smart_degen,
2026-04-20,HSsJjkHrxezZ1SdhgdivhDGXbxANicWbKvKsVtrMrJvG,0.574,161,1933,5441.59,0.014,38.42,161.0,"axiom,padre,smart_degen",
2026-04-20,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,0.543,157,4535,8048.49,0.022,1.12,372.0,smart_degen,
2026-04-20,ANJekY9fBgLVkfnpMvSWgp9FZ8U7XG6Xp4aPQHBbteno,0.525,11,531,2346.47,0.019,0.19,8.0,smart_degen,
2026-04-20,DiLQWwEicAf96de3BC9DMhVXCdCLQbfWAPvkFcUrwQxX,0.44,0,482,1012.02,0.09,0.0,93.0,"gmgn,smart_degen",
2026-04-20,ApeiTAjq3V9grbN2jVbmpLb59wffYmwCBKZnugyuerLZ,0.436,123,2800,2963.07,0.006,142.33,454.0,"axiom,bullx,smart_degen",
2026-04-20,7sk2oHqqE9wEzDZNPCDsoZTmrCeznJ3hV98fauzB3xPY,0.406,18,2502,3286.5,0.067,22.52,24.0,smart_degen,
2026-04-20,CxWRfadzmKT3vQtX76UXcHVqTd2GrMWuMMNi2jHAVrz4,0.429,39,2529,3620.68,0.07,12.41,320.0,"axiom,smart_degen",
2026-04-20,3nG9zBc6fTne3j9kkS1CB5quyt25CS29GEjvMGNKmDSz,0.645,341,516,20121.76,0.084,20.08,350.0,"app_smart_money,gmgn,smart_degen",
2026-04-20,A43bJbGXMbe5j41wnZgBZd8wBCEEeCeFFKoMgpqY4gf9,0.411,3,559,1410.34,0.092,0.0,89.0,"axiom,smart_degen",
2026-04-21,undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,0.67,35,1347,3123.96,0.012,3.19,10.0,smart_degen,
2026-04-21,HBYfbfZUJEU3d17gmGLVuiJr6hNyDhhkpDeCYKxGVKRX,0.303,129,1628,24396.48,0.074,151.4,292.0,"axiom,smart_degen",
2026-04-21,8LUtQLSVoKewkXXHSsWJA9sio9cH7Q4hSfKVm5cRk7QY,0.524,102,1975,2723.07,0.018,240.73,372.0,"axiom,smart_degen",
2026-04-21,RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,0.658,53,2712,7131.83,0.014,21.03,61.0,smart_degen,
2026-04-21,HV56TXHsEzNd1bpia84zGkrhvSVuBayG5vh9KjneoYMf,0.461,128,3658,9502.23,0.018,177.07,521.0,"bullx,smart_degen",
2026-04-21,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,0.54,159,4576,7873.84,0.022,1.71,373.0,smart_degen,
2026-04-21,6qNdKb3A3zTZf4JpNbH6E6gKfwCHkNir4UUycC1eY9eh,0.488,13,915,2890.15,0.03,0.04,231.0,smart_degen,
2026-04-21,GdiM7NF9RC6RDMhyLeWEsGv365x9L9vQfRdXSCwHAYSm,0.482,64,2348,6114.21,0.019,0.12,176.0,"fomo,smart_degen",
2026-04-21,DoXTeHFphimLyLSvrAYMCy7AUGidrhe2A16M33amDG5T,0.396,1,214,1788.66,0.105,24.87,5.0,"fresh_wallet,smart_degen",
2026-04-21,8tazpZtBjeNscvhniiNe53RAqJBe4XVbztEC2Ckpu49q,0.499,38,12542,12119.93,0.013,98.23,58.0,smart_degen,
2026-04-21,AEqPi4RCD7uRXmMB5ec6V4ehT74Ra2kEdmqVqtHUmyLh,0.357,86,6355,5839.67,0.011,60.32,216.0,"axiom,smart_degen",
2026-04-21,ANcjgwPUScahAHTSTqnsfzPipuZNiNnVPjBACGDWmjjg,0.33,44,6461,5094.71,0.017,0.12,407.0,"axiom,bullx,padre,smart_degen",
2026-04-21,2LsypdLpNwWiC8N5P1Ut3e1hEdv3aKRiiM8VWGMc6XVJ,0.542,10,4295,1565.48,0.016,16.44,,smart_degen,
2026-04-21,6ZDv5tTzJyNVu9ZCJQH9taaoptZnHhjsG9JekXfnnqqe,0.551,7,5909,1913.42,0.011,16.03,,smart_degen,
2026-04-21,Ei6dbjMnvgLFSkECrXhTynWbGSMWM7ypzpQt9rhbf8gi,0.426,56,866,4332.59,0.038,1.53,435.0,"bluechip_owner,smart_degen",
2026-04-21,8TCbDN1djL5ss6shBPhjWUDMZg9iqxj7CqFSnKuMe3Qt,0.364,3,521,1246.63,0.115,0.0,93.0,"gmgn,smart_degen",
2026-04-21,J9anv3nW7NvYfYdgEjBhYbEVxPL1AwfVenU2t8FCrasX,0.47,3,2638,1321.7,0.028,10.36,13.0,smart_degen,
2026-04-21,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.804,1044,46362,15962.48,0.002,20.68,269.0,sandwich_bot,
2026-04-21,G9QgVrF6onFT7L3qC2Yu74awhxiTqf3fRpc8QAirN79X,0.513,15,1900,5650.17,0.031,0.05,19.0,"fomo,smart_degen",
2026-04-21,7sk2oHqqE9wEzDZNPCDsoZTmrCeznJ3hV98fauzB3xPY,0.402,17,2536,3621.38,0.072,28.55,25.0,smart_degen,
2026-04-21,CxWRfadzmKT3vQtX76UXcHVqTd2GrMWuMMNi2jHAVrz4,0.426,38,2561,3967.42,0.076,18.63,321.0,"axiom,smart_degen",
2026-04-21,8gV31ab8mT4N4wKdu4rWNA6GgfZtuJtimtvVJrMaH13U,0.412,7,2561,3847.28,0.076,30.01,37.0,smart_degen,
2026-04-21,A43bJbGXMbe5j41wnZgBZd8wBCEEeCeFFKoMgpqY4gf9,0.344,3,597,1355.79,0.078,0.0,90.0,"axiom,smart_degen",
2026-04-21,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,0.396,24122,28543,75622.46,0.087,620.49,407.0,"axiom,bullx,gmgn,top_renamed,wash_trader",vibed333
2026-04-21,teddyYXw7aiNpDuQCeLb2YiBJhqthBid4C54BuWcPxm,0.419,394,3403,31051.12,0.119,52.38,71.0,"padre,smart_degen",
2026-04-21,12uo5K8euPm5Ejfc2NwuqcWbZabsxBK3ED1Fpb1phnns,0.431,15,617,8903.93,0.091,43.68,31.0,smart_degen,
2026-04-21,6QL8F1gKAZWTPikNFQWEQPSWXQiQNUetQvDGiPBNoamJ,0.435,17,594,9424.53,0.098,42.95,19.0,smart_degen,
2026-04-21,5Jtizo6CzN4TJ4pCiZDdGcAq2MfF7ntYnBcbErLbJwKV,0.432,19,597,6864.45,0.071,44.16,19.0,smart_degen,
2026-04-21,5mtbmPwj2SMkxPP9c93s9oD9bmMdByTqepNarM9Y7u7e,0.25,5614,32,-140.01,-0.015,38.54,414.0,"axiom,photon,pump_smart",
2026-04-21,8ZHWmQQQ312PddMTbfNxd4oo4H18jAjUv4V7cbhmXBZx,0.512,13,691,2025.33,0.018,25.15,419.0,"axiom,bullx,smart_degen",
2026-04-21,8AaJxU97iu2FYMq4oG5ccYDJsJjK7XwvzjTcVpotwNZu,0.547,38,1673,4614.4,0.019,25.91,95.0,smart_degen,
2026-04-22,G9QgVrF6onFT7L3qC2Yu74awhxiTqf3fRpc8QAirN79X,0.516,16,1981,5482.27,0.027,0.0,20.0,"fomo,smart_degen",
2026-04-22,HArDKfcLELHAGj37UqBstSe5DzdSZKmFCTxgMbZ4a5Na,0.487,35,710,10461.91,0.104,1.48,51.0,smart_degen,
2026-04-22,J9anv3nW7NvYfYdgEjBhYbEVxPL1AwfVenU2t8FCrasX,0.464,5,2872,1228.06,0.021,8.63,14.0,smart_degen,
2026-04-22,99QbDV2M2x2ovjWgEDTdjVkJRi7BJkALSyYmTvBo7rpg,0.403,71,5145,28993.76,0.037,12.85,31.0,"gmgn,smart_degen",
2026-04-22,651WNqyBNtCnCAnuTehtpVwgp4eJWsoGURwDrV8qGEd5,0.679,52,1201,5745.8,0.012,0.73,419.0,"gmgn,photon,smart_degen",
2026-04-22,GdiM7NF9RC6RDMhyLeWEsGv365x9L9vQfRdXSCwHAYSm,0.476,65,2365,6155.78,0.019,0.0,177.0,"fomo,smart_degen",
2026-04-22,23FuTEa7iUU9tGBBQKAkyYKEGjQiZYN3CE8jHvLJv7Ua,0.406,12,757,3169.0,0.096,2.63,36.0,smart_degen,
2026-04-22,93kgxYKex5wPyEkjH9P4KspLFAi3fdWBkw8vZce51pbp,0.689,489,3912,21631.51,0.011,1.14,66.0,smart_degen,
2026-04-22,4X77FRfDnQRhER7AmFXSxXRdqobi1Fa7hingewBDVgSc,0.527,17,2258,4159.72,0.035,8.44,406.0,"axiom,gmgn,smart_degen",
2026-04-22,8MWFjJ8LNvDcVb5ZFPAAZJ77Box39zdFDjpUsunB33j8,0.667,32,2143,4431.96,0.013,35.69,130.0,smart_degen,
2026-04-22,CskAmpNFACaFELbVHdgezJu1uda2ivLvH2xFoiKdmPCS,0.657,61,2475,1889.9,0.017,51.11,16.0,smart_degen,
2026-04-22,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,0.394,24196,27457,68876.73,0.081,652.91,408.0,"axiom,bullx,gmgn,top_renamed,wash_trader",vibed333
2026-04-22,8AaJxU97iu2FYMq4oG5ccYDJsJjK7XwvzjTcVpotwNZu,0.557,38,1823,4916.58,0.019,17.1,96.0,smart_degen,
2026-04-22,8ZHWmQQQ312PddMTbfNxd4oo4H18jAjUv4V7cbhmXBZx,0.531,17,842,2112.83,0.016,12.98,420.0,"axiom,bullx,smart_degen",
2026-04-22,AEqPi4RCD7uRXmMB5ec6V4ehT74Ra2kEdmqVqtHUmyLh,0.361,87,6239,8523.59,0.017,50.81,218.0,"axiom,smart_degen",
2026-04-22,ARC5JvKVCcnitPgTmmqV9xc1FJUPB43AEWPU1iMdYM7k,0.507,242,4960,32371.02,0.08,14.82,161.0,"axiom,gmgn,padre,smart_degen",
2026-04-22,5fHJszey2UdB2nETS1y6NS2wSG4ic9byKtbgJzaYzGeV,0.462,731,4856,26747.17,0.069,13.14,421.0,"axiom,bullx,gmgn,smart_degen",
2026-04-22,6Qy5E3aGLMQ4bixjZG1UT8gkAN6ToThE9hYV4mm6og8k,0.366,3,580,1430.36,0.102,0.0,95.0,"axiom,smart_degen",
2026-04-22,2nHsHJpkXmHb43BqSjnQFMbUcU2kWEqFqoXsbe2zv2Wi,0.618,208,2971,25012.89,0.057,156.72,205.0,"axiom,padre,smart_degen",
2026-04-22,5GGqDQVr2LasfmWFXSH54V6ryVrXGwkZSjkK6xR473XJ,0.54,238,2453,28594.86,0.045,149.09,318.0,"axiom,smart_degen",
2026-04-22,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.801,1043,46223,12353.22,0.002,25.39,270.0,sandwich_bot,
2026-04-22,BUjNTwwiwX6r5pcJqy27BQNstLo93Vu7HZNkoeApct6q,0.338,34,706,12655.19,0.101,79.4,12.0,"photon,smart_degen",
2026-04-22,Et2Q2HFRSGCMEL5TcjtRNbZ9bFSNzutkA399tNh1VjzF,0.34,13,571,7257.85,0.068,33.46,9.0,smart_degen,
2026-04-22,43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,0.563,88,5440,1936.33,0.007,1.0,208.0,"gmgn,smart_degen",
2026-04-22,8TxQJKJXFokhTvqSrEeuA4a23vtKicWKtP4WRLDy2yyY,0.37,6,71,6178.91,0.911,0.03,409.0,smart_degen,
2026-04-22,AfnhFpxD2yYCeFYd4Yi8iKi3TmRMbthVF4BzRK81BnAf,0.496,27,506,10302.33,0.103,6.11,66.0,"padre,smart_degen",
2026-04-22,J3ijgCq7Upnzseq6o2tuwgRX23zaFrXAdojnuXW46Cxi,0.324,3,554,1251.87,0.098,0.0,95.0,"gmgn,smart_degen",
2026-04-22,8tazpZtBjeNscvhniiNe53RAqJBe4XVbztEC2Ckpu49q,0.496,40,12323,11372.85,0.012,96.87,59.0,smart_degen,
2026-04-22,Ei6dbjMnvgLFSkECrXhTynWbGSMWM7ypzpQt9rhbf8gi,0.414,59,922,4553.57,0.036,1.4,436.0,"bluechip_owner,smart_degen",
data,address,win_rate,followers,trades_30d,pnl_30d,pnl_ratio,sol_balance,wallet_age_days,tags,twitter
2026-04-22,GoonY5hPo63xAPCwkyWuFmQ57HWq8wj5Bevj2D222U4u,0.478,24,1185,5443.07,0.036,17.32,57.0,smart_degen,
2026-04-22,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.798,1042,47207,10628.86,0.001,14.28,270.0,sandwich_bot,
2026-04-22,undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,0.659,36,1529,3587.81,0.012,2.87,12.0,smart_degen,
2026-04-22,628tuaH9DuYK7W36wW6s9aPpwcUcWoropaWWL3HfeS6f,1.0,20,1913,9095.76,0.045,1.34,27.0,smart_degen,
2026-04-22,9V5ce3a45DDN6H1oKaJLHswBDWFGwU8dEXuRvtzxyaeN,0.517,31,482,8930.47,0.138,18.48,36.0,"gmgn,smart_degen",
2026-04-22,2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,0.676,126,2119,4819.52,0.017,23.79,318.0,"padre,smart_degen",
2026-04-22,XJ7tbEKnrwvioTxABhEtwmG4AWkGEDDJASstUzBgh7x,0.609,78,1013,9947.94,0.032,1.16,159.0,"fomo,smart_degen,trojan",
2026-04-22,6QL8F1gKAZWTPikNFQWEQPSWXQiQNUetQvDGiPBNoamJ,0.432,20,691,13895.87,0.123,60.64,21.0,smart_degen,
2026-04-22,BexkfZSbHodJQBB74fh4QdmDSADbPTrTsUcsAyjV7DD4,0.458,45,747,20290.6,0.155,65.2,33.0,smart_degen,
2026-04-22,12uo5K8euPm5Ejfc2NwuqcWbZabsxBK3ED1Fpb1phnns,0.438,19,715,15006.25,0.132,59.78,33.0,smart_degen,
2026-04-22,5Jtizo6CzN4TJ4pCiZDdGcAq2MfF7ntYnBcbErLbJwKV,0.438,23,694,11165.64,0.099,58.63,21.0,smart_degen,
2026-04-22,8ZHWmQQQ312PddMTbfNxd4oo4H18jAjUv4V7cbhmXBZx,0.528,17,1015,2545.93,0.017,16.37,421.0,"axiom,bullx,smart_degen",
2026-04-22,8AaJxU97iu2FYMq4oG5ccYDJsJjK7XwvzjTcVpotwNZu,0.555,39,1999,5789.78,0.02,22.99,97.0,smart_degen,
2026-04-22,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,0.393,24249,27763,74590.87,0.086,704.79,409.0,"axiom,bullx,gmgn,top_renamed,wash_trader",vibed333
2026-04-22,9fpUmh3Tv3UCdeHLyq3o4QhkTBu5XAbEiKP9FtGaSndb,0.552,612,1281,8954.5,0.035,259.03,0.0,"axiom,bullx,padre,smart_degen",
2026-04-22,8gV31ab8mT4N4wKdu4rWNA6GgfZtuJtimtvVJrMaH13U,0.414,8,2662,3975.55,0.074,22.57,39.0,smart_degen,
2026-04-22,CxWRfadzmKT3vQtX76UXcHVqTd2GrMWuMMNi2jHAVrz4,0.423,39,2663,4060.02,0.073,19.39,323.0,"axiom,smart_degen",
2026-04-22,7sk2oHqqE9wEzDZNPCDsoZTmrCeznJ3hV98fauzB3xPY,0.398,20,2653,3716.66,0.07,18.97,27.0,smart_degen,
2026-04-22,GXecNAvw1wzWoZATM1ki18i8g4PNqkWKGz2kPV4uA5mP,0.398,0,706,2651.91,0.034,11.09,9.0,smart_degen,
2026-04-22,8Xnit4gf2R5cA3XE6KobuyWjiPfTptsJxN7rrAu8YbiW,0.307,46,2924,6359.09,0.085,17.01,249.0,smart_degen,
2026-04-22,Dw5VykxuTNQeh8c9TxUPsaM7Rwxkmy74rLr63wB3LG8j,0.693,14,2820,1838.92,0.018,74.39,,smart_degen,
2026-04-22,zeroDbresTUpHKau1vP4jXrkqtN8Dmh8yuEqyn6GMYh,0.797,90,9815,19732.81,0.034,0.51,61.0,smart_degen,
2026-04-22,456xjxMrRKcp5odo8B1McWiTbvTUffFi5iCV1Ky9Sft7,0.42,133,3008,48777.49,0.084,39.99,63.0,smart_degen,
2026-04-22,8tUwW6UGBtjDAe7fLRsyMc2362v2oKPw6UHLPbyEcatF,0.326,54,1532,8301.94,0.039,45.16,55.0,"padre,smart_degen",
2026-04-22,GdiM7NF9RC6RDMhyLeWEsGv365x9L9vQfRdXSCwHAYSm,0.475,65,2463,6751.21,0.02,0.1,178.0,"fomo,smart_degen",
2026-04-22,gecko1QDvtNHwqY5SjXLzuDmGDUnzu7ZEmtGHRFLr9v,0.507,170,3518,7388.71,0.016,0.48,90.0,smart_degen,
2026-04-22,6bxvSqw7bzRHTPNf2ZRvywLRqJ9LFn47sHaq5sd6bk5o,0.296,396,560,7948.27,0.027,99.11,318.0,"axiom,gmgn,photon,smart_degen",jaystoolate
2026-04-22,GdHwBcMUSnmuUt8dCjE3oySUNHtGRK4WCAh9KKtakScF,0.519,11,380,2508.76,0.031,33.23,37.0,smart_degen,
2026-04-23,8CuFCxoGHUMWV8EXcKN25gWkxTiGvkJe4uQpXfRubPYV,0.416,22,6395,6345.31,0.038,30.14,46.0,smart_degen,
2026-04-23,H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,0.433,328,6905,28545.18,0.113,113.19,409.0,"axiom,smart_degen",
2026-04-23,z9RPuqzWJskcRrhWNfcwmWExbsP6i5ob53raQRF8nFw,0.416,15,6376,6336.89,0.038,29.22,46.0,smart_degen,
2026-04-23,GT4NDJHsGQvjBGatevrEN5NS3GTGYtveMcGYtYgb1wzD,0.42,23,6432,7813.67,0.047,27.78,45.0,smart_degen,
2026-04-23,GdiM7NF9RC6RDMhyLeWEsGv365x9L9vQfRdXSCwHAYSm,0.47,66,2423,6113.75,0.018,0.15,178.0,"fomo,smart_degen",
2026-04-23,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.797,1042,46202,8291.11,0.001,12.73,271.0,sandwich_bot,
2026-04-23,4X77FRfDnQRhER7AmFXSxXRdqobi1Fa7hingewBDVgSc,0.519,17,2272,4059.85,0.033,8.18,0.0,"axiom,gmgn,smart_degen",
2026-04-23,23FuTEa7iUU9tGBBQKAkyYKEGjQiZYN3CE8jHvLJv7Ua,0.409,13,792,3157.2,0.093,2.55,37.0,smart_degen,
2026-04-23,7BVsMqCRoeEtvVeasYGrRhy83gHr5ZSJBnpV7QeCFQs4,0.455,153,2776,13581.6,0.023,20.63,0.0,"axiom,smart_degen",nevdevvv
2026-04-23,AEqPi4RCD7uRXmMB5ec6V4ehT74Ra2kEdmqVqtHUmyLh,0.363,91,6177,5872.89,0.012,24.43,0.0,"axiom,smart_degen",
2026-04-23,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,0.393,24253,25490,66834.65,0.083,705.28,409.0,"axiom,bullx,gmgn,top_renamed,wash_trader",vibed333
2026-04-23,GpJDQbew3J5KhSUMYiHCSJ2ZTxZjoDAxGzqNMjLGwLui,0.612,147,490,21802.46,0.134,25.37,369.0,"gmgn,smart_degen",
2026-04-23,43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,0.561,89,5305,1908.48,0.007,0.99,209.0,"gmgn,smart_degen",
2026-04-23,Dw5VykxuTNQeh8c9TxUPsaM7Rwxkmy74rLr63wB3LG8j,0.692,15,2601,1675.24,0.018,74.25,,smart_degen,
2026-04-23,HSj9VNgBDvvzfSrgnkq6mUi7AbCGfWZHAx2tBkbT4A35,0.356,3,619,1402.33,0.094,0.0,95.0,smart_degen,
2026-04-23,456xjxMrRKcp5odo8B1McWiTbvTUffFi5iCV1Ky9Sft7,0.421,133,2916,44109.75,0.079,38.45,0.0,smart_degen,
2026-04-23,2YhNurep74dpPavgMnrcYkofcm7AUA7xp8nV22qSYSgp,0.588,85,37,1626.84,0.316,10.29,409.0,"axiom,bullx,smart_degen",
2026-04-23,8J6nEUE5LmjYn8aBBBAnGG3wvHbZ2BzQi9CfRszB3AfD,0.485,10,369,1004.7,0.045,9.47,456.0,"axiom,smart_degen",
2026-04-23,5fHJszey2UdB2nETS1y6NS2wSG4ic9byKtbgJzaYzGeV,0.459,739,4830,27223.22,0.07,39.71,422.0,"axiom,bullx,gmgn,smart_degen",
2026-04-23,ARC5JvKVCcnitPgTmmqV9xc1FJUPB43AEWPU1iMdYM7k,0.506,245,4934,32416.54,0.08,42.03,162.0,"axiom,gmgn,padre,smart_degen",
2026-04-23,6Dt9J7TXM3eqyQBAZMbGJCV6VsP13WVStwPJnLPFtw2Y,0.632,114,1351,13389.13,0.083,33.33,183.0,"gmgn,smart_degen,trojan",
2026-04-23,8LUtQLSVoKewkXXHSsWJA9sio9cH7Q4hSfKVm5cRk7QY,0.547,107,1898,3127.6,0.022,248.39,0.0,"axiom,smart_degen",
2026-04-23,3kSUZ79VEfpy9Uw9sWnB1jG2GwmTQSCcn72NH57s1rCx,0.563,137,3241,24521.56,0.021,0.89,70.0,"fomo,padre,smart_degen",
2026-04-23,14LYvJoKPK9pCuNJqT6cJEaR1q3FNsfCtopbSXD8b8DM,0.534,18,2912,1766.47,0.033,2.3,398.0,"axiom,smart_degen",
2026-04-24,14LYvJoKPK9pCuNJqT6cJEaR1q3FNsfCtopbSXD8b8DM,0.539,19,2930,1749.4,0.032,2.44,399.0,"axiom,smart_degen",
