data,address,win_rate,followers,trades_30d,pnl_30d,pnl_ratio,sol_balance,wallet_age_days,tags,twitter
2026-04-24,ARC5JvKVCcnitPgTmmqV9xc1FJUPB43AEWPU1iMdYM7k,0.502,249,4857,31482.96,0.079,12.64,163.0,"axiom,gmgn,padre,smart_degen",
2026-04-24,5fHJszey2UdB2nETS1y6NS2wSG4ic9byKtbgJzaYzGeV,0.455,744,4733,26456.37,0.069,8.12,423.0,"axiom,bullx,gmgn,smart_degen",
2026-04-24,DoboLsfYFqhiC7SrcdJ7Fogp7axnnf6spRpa21LBQT9Z,0.952,33,1553,19186.23,0.039,3.49,290.0,smart_degen,
2026-04-24,HiK8buhCxdD1JLKonZMp29TNpz4KD8M2gTSrxiva5JH9,0.549,276,643,15272.3,0.075,305.06,0.0,"axiom,photon,smart_degen",
2026-04-24,9U6tjPoXMxjWywUnpBjLy9LJ17gGXYVYXPPfDkf2pqy9,0.445,9,787,8541.37,0.057,27.52,25.0,smart_degen,
2026-04-24,2nHsHJpkXmHb43BqSjnQFMbUcU2kWEqFqoXsbe2zv2Wi,0.606,216,3063,22011.18,0.05,127.36,1.0,"axiom,padre,smart_degen",
2026-04-24,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,0.396,24318,24697,58875.36,0.075,707.51,410.0,"axiom,bullx,gmgn,top_renamed,wash_trader",vibed333
2026-04-24,8hfoNZCd2bK9aqCBkhg8f2L1AoL7qfHwd9tMv7x64qui,0.989,169,5201,11381.47,0.041,3.26,412.0,smart_degen,
2026-04-24,GAEvKAnh3uVZg4UErwym2EzyJqwRoqsmaRKjJXgaM4GR,0.467,7,81,3824.58,0.098,0.99,413.0,smart_degen,
2026-04-24,8tUwW6UGBtjDAe7fLRsyMc2362v2oKPw6UHLPbyEcatF,0.321,58,1411,5298.19,0.028,49.6,56.0,"padre,smart_degen",
2026-04-24,GpJDQbew3J5KhSUMYiHCSJ2ZTxZjoDAxGzqNMjLGwLui,0.636,157,492,25883.78,0.146,195.32,370.0,"gmgn,smart_degen",
2026-04-24,4oCkJH5RQMCvgS4qLozDEjmDBPQLmrdzucMoyCPEA2Nn,0.544,31,1835,19522.69,0.032,0.0,76.0,"fomo,smart_degen",
2026-04-24,DJkPJC6N7Hc47HzoeCTm6GnA9uVa3nduyTXavweL4YB8,0.667,1732,13,138.16,0.196,17.68,443.0,,
2026-04-24,5Jtizo6CzN4TJ4pCiZDdGcAq2MfF7ntYnBcbErLbJwKV,0.45,27,763,12150.02,0.101,64.37,22.0,smart_degen,
2026-04-24,73LknRrxQ1AxKPLXWWwZni8M2hFTVQWvEnhkX28hnKwd,0.333,10,251,3515.3,0.136,28.81,1.0,"padre,smart_degen",
2026-04-24,nrzLzxvq1EENDEi5cYp2H8ZscyLKa79yfQ9XWm3zbxt,0.278,1,62,1484.55,0.152,0.31,4.0,"fresh_wallet,smart_degen",
2026-04-24,CxWRfadzmKT3vQtX76UXcHVqTd2GrMWuMMNi2jHAVrz4,0.427,41,2713,3861.37,0.069,13.0,324.0,"axiom,smart_degen",
2026-04-24,8gV31ab8mT4N4wKdu4rWNA6GgfZtuJtimtvVJrMaH13U,0.417,11,2713,3903.84,0.071,16.13,40.0,smart_degen,
2026-04-24,7sk2oHqqE9wEzDZNPCDsoZTmrCeznJ3hV98fauzB3xPY,0.398,25,2704,3634.46,0.066,12.2,29.0,smart_degen,
2026-04-24,4X77FRfDnQRhER7AmFXSxXRdqobi1Fa7hingewBDVgSc,0.529,20,2245,5014.83,0.041,6.37,1.0,"axiom,gmgn,smart_degen",
2026-04-24,2JLTKcECTybkCEp64v7V4P4FijjKiMgKnFkX2WwRWTM6,0.376,4,245,2236.76,0.085,1.89,0.0,"fresh_wallet,smart_degen",
2026-04-24,7fTREYp5bxYYemWMvdnSrdG2FeqppNUi8QUpSZsNe514,0.414,259,1239,16440.8,0.093,0.18,181.0,"fomo,padre,smart_degen",
2026-04-24,AfnhFpxD2yYCeFYd4Yi8iKi3TmRMbthVF4BzRK81BnAf,0.5,32,507,10196.67,0.1,8.0,68.0,"padre,smart_degen",
2026-04-24,zeroDbresTUpHKau1vP4jXrkqtN8Dmh8yuEqyn6GMYh,0.81,95,8762,19253.5,0.035,1.3,62.0,smart_degen,
2026-04-24,8fCBbZrTXSb1kRAUECkFAFKesj9BQ7ShVGnpPVVACLHr,0.7,54,557,3294.27,0.074,40.29,415.0,"bullx,gmgn,smart_degen",
2026-04-24,2dEpwaujMteZsFYCX3hwaavYKkU7kRwAwJe9XGuWNRGA,0.733,529,972,7211.12,0.099,119.48,412.0,"photon,smart_degen",
2026-04-24,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.795,1042,46131,5427.4,0.001,13.96,272.0,sandwich_bot,
2026-04-24,DpNyXh4ys4wLzKA5jMgfn9wLQFcnrVKAQfpihWFD4cXQ,0.577,8,390,7535.54,0.113,0.0,158.0,smart_degen,
2026-04-25,H2n3KZG7kLKK14z18xB1bGocxKdrrNBsryrhw17A1RHd,0.311,5,1118,836.65,0.033,0.04,2.0,smart_degen,
2026-04-25,9U6tjPoXMxjWywUnpBjLy9LJ17gGXYVYXPPfDkf2pqy9,0.437,11,824,8610.81,0.055,15.83,26.0,smart_degen,
2026-04-25,CATjstjdDxqxKdrXQ9R8DWF2oZp8jSd2QX2VJ1zQbT91,0.767,10,279,1992.79,0.038,74.93,8.0,"gmgn,smart_degen",
2026-04-25,YrkmnUv7yZrnWxUaCDeqe3nvKcFittYrCyXRFQdbiP6,0.816,22,297,3680.16,0.091,8.52,8.0,smart_degen,
2026-04-25,4n1cuKwPPKStuDkmHKwCeiyk6aCKNyJPmNybjdRq7tJw,0.54,153,4294,6981.97,0.023,1.83,353.0,smart_degen,
2026-04-25,8CuFCxoGHUMWV8EXcKN25gWkxTiGvkJe4uQpXfRubPYV,0.418,23,5997,6414.15,0.041,32.94,48.0,smart_degen,
2026-04-25,GT4NDJHsGQvjBGatevrEN5NS3GTGYtveMcGYtYgb1wzD,0.423,25,6040,7887.45,0.05,29.75,47.0,smart_degen,
2026-04-25,H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,0.432,332,6475,29166.25,0.122,114.54,0.0,"axiom,smart_degen",
2026-04-25,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.793,1041,46418,5804.82,0.001,4.98,273.0,sandwich_bot,
2026-04-25,8hfoNZCd2bK9aqCBkhg8f2L1AoL7qfHwd9tMv7x64qui,0.989,174,5235,11535.21,0.041,3.01,413.0,smart_degen,
2026-04-25,9fpUmh3Tv3UCdeHLyq3o4QhkTBu5XAbEiKP9FtGaSndb,0.551,618,1352,8970.72,0.034,257.85,0.0,"axiom,bullx,padre,smart_degen",
2026-04-25,Ew6qBU7N34gRNgpgUwhJ3PgrtbPYpLYWLBEG5yuQTceD,0.885,1229,32,9308.17,0.619,43.45,307.0,"axiom,smart_degen,trojan",
2026-04-25,BnnNJJgy9w2MLQ9XBKJKG9FQa2r9qdW7u5VpzEkwUcc3,0.34,514,3138,14874.53,0.063,2.34,261.0,smart_degen,
2026-04-25,zeronaXJsbvPZFmzytV4RPXWBHQGMFcRCvoYaDNPiRL,0.797,68,8122,22411.78,0.042,2.74,53.0,smart_degen,
2026-04-25,xDDHb42oFRQ71pWbwCM4Fqj19WHKxTknMReKy8XUNcg,1.0,9,1707,5581.77,0.042,1.07,13.0,smart_degen,
2026-04-25,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,0.393,24387,24234,50276.53,0.064,702.02,411.0,"axiom,bullx,gmgn,top_renamed,wash_trader",vibed333
2026-04-25,Ei6dbjMnvgLFSkECrXhTynWbGSMWM7ypzpQt9rhbf8gi,0.419,67,999,6117.71,0.045,1.07,439.0,"bluechip_owner,smart_degen",
2026-04-25,LASTvjDWkbXM1RwUCiniHqGLSEH5xJinDRs56wNPQr9,0.916,0,3700,6302.37,0.041,1.76,25.0,smart_degen,
2026-04-25,GdiM7NF9RC6RDMhyLeWEsGv365x9L9vQfRdXSCwHAYSm,0.477,68,2417,6481.5,0.019,0.18,180.0,"fomo,smart_degen",
2026-04-25,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,0.52,152,922,8880.95,0.105,26.85,127.0,"gmgn,smart_degen",
2026-04-25,CT5WRRtZxsoVRBHc6art6HWrM4azWo4ofuiT853PtJTc,0.96,4,2555,14231.35,0.044,3.93,45.0,smart_degen,
2026-04-25,gecko1QDvtNHwqY5SjXLzuDmGDUnzu7ZEmtGHRFLr9v,0.511,176,3714,7874.5,0.017,3.52,92.0,smart_degen,
2026-04-25,8tUwW6UGBtjDAe7fLRsyMc2362v2oKPw6UHLPbyEcatF,0.32,60,1358,6535.45,0.035,63.3,57.0,"padre,smart_degen",
2026-04-26,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.795,1041,46794,9487.51,0.001,12.37,274.0,sandwich_bot,
2026-04-26,ALKV2vKuYyazXSVWPao3KXFkEnhejdSs7Ti5qeZSKENH,0.35,159,1885,11629.79,0.138,9.74,181.0,smart_degen,
2026-04-26,HNUE6Wej1mPhE4949vKANZYW5qDnbv4CgaahhNyuqMvi,0.601,21,2609,3769.61,0.021,21.85,,smart_degen,
2026-04-26,FAX4qRQdiSj2iWDYvkJ21VieVCXGREtwMhEyAHSJ1aqp,0.711,739,226,20840.08,0.38,2.23,87.0,"gmgn,smart_degen",
2026-04-26,GT4NDJHsGQvjBGatevrEN5NS3GTGYtveMcGYtYgb1wzD,0.424,27,6215,9154.47,0.056,42.12,48.0,smart_degen,
2026-04-26,8CuFCxoGHUMWV8EXcKN25gWkxTiGvkJe4uQpXfRubPYV,0.421,23,6172,7738.8,0.047,46.02,49.0,smart_degen,
2026-04-26,z9RPuqzWJskcRrhWNfcwmWExbsP6i5ob53raQRF8nFw,0.42,17,6158,7709.8,0.047,44.16,49.0,smart_degen,
2026-04-26,H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,0.433,337,6586,32051.08,0.134,127.79,1.0,"axiom,smart_degen",
2026-04-26,E59XbFLu1eFE6mNsi1vsAEQKsnnjrvsUJmt6Nsu3grw8,0.416,87,2011,6347.28,0.036,71.59,441.0,"axiom,padre,smart_degen",
2026-04-26,EqS3FuQ1EQs4V5tfmAKw4JmBDwvVJRyJu3x9vCy1vvtA,0.652,70,5104,9149.36,0.015,0.19,61.0,smart_degen,
2026-04-26,7q15WZ4iSUDvqfs5Kdh9bfptkQhs6qKUyCUq6GY6PGxg,0.649,276,4205,18302.37,0.042,7.8,299.0,"axiom,smart_degen",
2026-04-26,zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,0.656,8,950,1402.34,0.015,0.74,98.0,smart_degen,
2026-04-26,4n1cuKwPPKStuDkmHKwCeiyk6aCKNyJPmNybjdRq7tJw,0.538,157,4258,7046.34,0.023,1.49,354.0,smart_degen,
2026-04-26,GoonY5hPo63xAPCwkyWuFmQ57HWq8wj5Bevj2D222U4u,0.465,28,1204,6650.77,0.042,30.95,0.0,smart_degen,
2026-04-26,2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,0.664,131,2041,4230.52,0.016,26.85,321.0,"padre,smart_degen",
2026-04-26,9asBCQqp2o5BicHWPJZJ1RBh8hKQR76rejKgkQkzNwPy,0.634,12,2256,4868.34,0.023,1.41,365.0,smart_degen,
2026-04-26,GfWgSGJGCUYS3QfDjZ2fReqo2ZJMeqg73NrAS8T51yjE,0.476,8,547,6148.34,0.071,57.73,3.0,"fresh_wallet,smart_degen",
2026-04-26,HoE9o1jw6ewCsorWDe3Wz2XtdSogAcGHtunZuLLt3Dms,0.49,237,731,6956.7,0.086,0.67,414.0,smart_degen,zuccschini
2026-04-26,4gEahZ7TDyX7SPUQJyoSENWfPugXnQohXDgvpDo7wYuT,0.671,6,294,3258.29,0.095,0.52,52.0,smart_degen,
2026-04-26,AXd4sN54ERMc4ZqhGnJx2vYRmwcDE2PcQGngaudpvsMg,0.489,148,1767,9818.76,0.01,0.56,178.0,"fomo,smart_degen",
2026-04-26,5z8514Nv9kgrTeutSZG7q1CFMB1wZn991oSub4MX4Z5R,0.662,6,383,4111.59,0.059,17.41,1.0,"axiom,smart_degen",
2026-04-27,BxeL9TPWTSrAu72usXPnVREaNjKhkABnbQF3GNV9wR3U,0.366,4,223,3181.29,0.265,0.01,6.0,smart_degen,
2026-04-27,7HrcQySgo95QYV9QE7UjVWu4ckCYZ3X266TmijYo5YKe,0.5,32,249,4282.45,0.276,26.77,98.0,"gmgn,smart_degen",
2026-04-27,4BDfzDbeJHnLc3p1R62GppCXcmPew1jFj3ufqkrykquT,0.411,5,202,1888.3,0.167,0.43,6.0,smart_degen,
2026-04-27,CATjstjdDxqxKdrXQ9R8DWF2oZp8jSd2QX2VJ1zQbT91,0.645,18,419,547.63,0.007,21.33,10.0,"gmgn,smart_degen",
2026-04-27,JBzU99LYekSFhThpv4xHWDo4aC9eM1QKHULhio3owv7T,0.654,78,7056,12000.06,0.017,2.61,38.0,smart_degen,
2026-04-27,F6SMeJdn72vszgAzkTSNyYucKYs3BaA5VqjnKycBC4F8,0.453,8,222,3885.19,0.337,0.44,6.0,smart_degen,
2026-04-27,6gCr4K28MSh8zRBf5SUvWXsi6uVmsosTKKR4PqKKhLbB,0.326,7,207,3843.5,0.346,0.38,7.0,smart_degen,
2026-04-27,DgVwo6ojVpd4rfGAj7K7h98oLowQhFvFdv1AKtJwAotm,0.443,7,223,2556.25,0.213,0.16,6.0,smart_degen,
2026-04-27,DpNyXh4ys4wLzKA5jMgfn9wLQFcnrVKAQfpihWFD4cXQ,0.615,23,405,9276.81,0.113,0.02,161.0,smart_degen,
2026-04-27,GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,0.443,7223,5468,157198.2,0.274,116.14,0.0,"axiom,padre,photon,smart_degen,top_renamed",
2026-04-27,GT4NDJHsGQvjBGatevrEN5NS3GTGYtveMcGYtYgb1wzD,0.422,33,6444,8777.73,0.051,35.24,49.0,smart_degen,
2026-04-27,H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,0.434,344,6567,31339.5,0.135,123.01,0.0,"axiom,smart_degen",
2026-04-27,z9RPuqzWJskcRrhWNfcwmWExbsP6i5ob53raQRF8nFw,0.419,24,6394,7355.04,0.043,37.51,50.0,smart_degen,
2026-04-27,8CuFCxoGHUMWV8EXcKN25gWkxTiGvkJe4uQpXfRubPYV,0.42,31,6401,7458.95,0.043,40.21,50.0,smart_degen,
2026-04-27,4CH1wgHqyirN8KR3o9L8oYNpDtRmDccCtiRJjnjLtnYp,0.465,101,1517,15975.58,0.063,0.07,88.0,"fomo,smart_degen",
2026-04-27,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,0.403,24476,22447,41764.43,0.056,285.06,2.0,"axiom,bullx,gmgn,top_renamed,wash_trader",vibed333
2026-04-27,6Dt9J7TXM3eqyQBAZMbGJCV6VsP13WVStwPJnLPFtw2Y,0.638,129,1475,15518.38,0.088,39.15,187.0,"gmgn,smart_degen,trojan",
2026-04-27,3gXrmvpjxZtPm5erFznwSFPDwsbcMGji3oxsvFBXZJQb,0.307,49,142,9176.17,0.203,82.24,87.0,smart_degen,
2026-04-27,ARC5JvKVCcnitPgTmmqV9xc1FJUPB43AEWPU1iMdYM7k,0.506,266,4792,31139.96,0.079,10.37,166.0,"axiom,gmgn,padre,smart_degen",
2026-04-27,BLj14GfMKSL27a4MmrNDyPVMG2ay7S3kXJCQdyHoXbM,0.468,25,1162,12672.62,0.042,11.73,94.0,smart_degen,
2026-04-27,8zkgFGVZrDLieViwqiXFCydSX6WL5hsxmUu55yBdsNsZ,0.509,1489,1209,10410.78,0.03,112.51,228.0,smart_degen,
2026-04-27,Ew4YAextA2RJjPvJoZxmMZpZJdmcpTBJa2bN1U6Ptb2T,0.401,56,2847,4624.98,0.02,71.63,,smart_degen,
2026-04-27,GpJDQbew3J5KhSUMYiHCSJ2ZTxZjoDAxGzqNMjLGwLui,0.574,183,563,22961.93,0.111,175.64,373.0,"gmgn,smart_degen",tujunjie888
2026-04-27,Ei6dbjMnvgLFSkECrXhTynWbGSMWM7ypzpQt9rhbf8gi,0.423,72,1052,6704.83,0.047,0.99,441.0,"bluechip_owner,smart_degen",
2026-04-27,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.795,1041,48200,16160.47,0.002,3.79,275.0,sandwich_bot,
2026-04-27,CT5WRRtZxsoVRBHc6art6HWrM4azWo4ofuiT853PtJTc,0.956,18,2846,15617.15,0.047,9.24,47.0,smart_degen,
2026-04-27,8HcYptCBAaPFWkmupiSAmysZ6Z8jB7N1c4YhVjhX7zbg,0.552,499,239,85797.25,1.181,0.0,241.0,smart_degen,
2026-04-27,zeronaXJsbvPZFmzytV4RPXWBHQGMFcRCvoYaDNPiRL,0.828,84,7048,23397.04,0.043,0.21,0.0,smart_degen,
2026-04-27,zeroDbresTUpHKau1vP4jXrkqtN8Dmh8yuEqyn6GMYh,0.842,113,7332,20263.4,0.037,0.66,65.0,smart_degen,
2026-04-27,FRfG5nMXphNWrCzSJzr3WT62EuitqpGfqSztLaXrcLq6,0.705,31,399,6202.22,0.056,47.96,59.0,"photon,smart_degen",
2026-04-27,Hm9JAZLvkrmi3fFdAE58sipSYsMsfz8M7mgug4943zJq,0.351,39,761,14066.08,0.132,2.59,2.0,smart_degen,
2026-04-27,FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,0.687,21,617,4802.62,0.06,11.49,45.0,smart_degen,
2026-04-27,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,0.547,165,4418,8203.21,0.023,1.15,379.0,smart_degen,
2026-04-27,4n1cuKwPPKStuDkmHKwCeiyk6aCKNyJPmNybjdRq7tJw,0.534,164,4304,6908.78,0.022,1.08,355.0,smart_degen,
2026-04-28,GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,0.443,7291,5585,157811.4,0.268,57.59,0.0,"axiom,padre,photon,smart_degen,top_renamed",
2026-04-28,BeUW3MFm5Em8zpReaSrfgRNyHhya7jA5VAJdnfEk7HoU,0.501,5,2994,2013.65,0.014,10.7,18.0,smart_degen,
2026-04-28,57hdTgdcVDyYrZJ3ieeBRn4CDiLWVvBrgjsuDa3gSfzD,0.42,40,2388,14821.0,0.09,15.72,30.0,"gmgn,smart_degen",
2026-04-28,GdiM7NF9RC6RDMhyLeWEsGv365x9L9vQfRdXSCwHAYSm,0.483,77,2521,7238.42,0.019,0.22,183.0,"fomo,smart_degen",
2026-04-28,8zkgFGVZrDLieViwqiXFCydSX6WL5hsxmUu55yBdsNsZ,0.512,1506,1615,13270.44,0.029,101.39,229.0,smart_degen,
2026-04-28,9VL5LaHxAj9irfBDDhikzFRB4qZLu8Xfce3w19rNnNYZ,0.627,147,529,7006.47,0.032,100.04,361.0,"photon,smart_degen",
2026-04-28,4n1cuKwPPKStuDkmHKwCeiyk6aCKNyJPmNybjdRq7tJw,0.534,167,4433,6421.59,0.02,1.12,357.0,smart_degen,
2026-04-28,2Be6LzejBRkgHbWFcbVSAkG9AYncYAJqET7vSuG8C6Gq,0.495,10,276,2928.59,0.062,21.29,431.0,smart_degen,
2026-04-28,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,0.55,171,4419,8138.31,0.023,1.69,380.0,smart_degen,
2026-04-28,EkXxonwVB27DoBqSEnYYjNPmF83trANHNZkq6ffkRA62,0.417,13,1133,9249.39,0.111,87.4,3.0,"fresh_wallet,gmgn,smart_degen",
2026-04-28,9U6tjPoXMxjWywUnpBjLy9LJ17gGXYVYXPPfDkf2pqy9,0.443,13,899,9361.27,0.055,4.99,29.0,smart_degen,
2026-04-28,GXRVaUGMUXe4wsF6qjRyMdNvJ57H7Zw9c2Ddzhqc9Y2Q,1.0,71,3669,19030.28,0.054,6.82,512.0,"gmgn,smart_degen",
2026-04-28,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,0.796,1040,50404,25323.44,0.004,13.32,276.0,sandwich_bot,
2026-04-28,LASTvjDWkbXM1RwUCiniHqGLSEH5xJinDRs56wNPQr9,0.925,12,3828,7054.9,0.041,1.25,28.0,smart_degen,
2026-04-28,DiABLotEDhe6xPv5FSTn64N5sVPWViURFJu7BfLgcfq7,1.0,299,9548,39761.19,0.05,0.23,87.0,smart_degen,
2026-04-28,EsxzsBzzuk3vWfbkpX7spabDDUHHhAqm2PxcchXYvCTu,0.469,65,716,1305.41,0.023,1.0,0.0,"smart_degen,trojan",
2026-04-28,4VaC1fJaTFgsa26TEcs5qinMTdravzywhxvpr8RUmrXw,0.307,4,570,4419.32,0.133,4.14,20.0,smart_degen,
2026-04-28,HNUE6Wej1mPhE4949vKANZYW5qDnbv4CgaahhNyuqMvi,0.603,23,2697,4056.57,0.021,24.2,,smart_degen,
2026-04-28,FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,0.679,22,689,5438.96,0.062,16.93,46.0,smart_degen,
2026-04-28,CT5WRRtZxsoVRBHc6art6HWrM4azWo4ofuiT853PtJTc,0.96,25,3149,19066.75,0.055,4.06,48.0,smart_degen,
2026-04-28,BGfPf1ExfmpFjaMC1f9SViP19DsEm3nNJkdFUmdBUs98,0.643,5,53,6515.97,1.031,42.48,5.0,"fresh_wallet,smart_degen",
2026-04-28,ARC5JvKVCcnitPgTmmqV9xc1FJUPB43AEWPU1iMdYM7k,0.5,275,4849,31001.96,0.078,13.88,167.0,"axiom,gmgn,padre,smart_degen",
